Product,Brand,Category,Subcategory,Recorded size,Unit,Source URL,Source HTTP status,Variant/package assurance,Barcode,Prices,Supplier
Smirnoff Red Label,Smirnoff,Spirits,Vodka,750ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Fanta Orange,Fanta,Soft Drinks,Orange soda,350ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Fanta Orange,Fanta,Soft Drinks,Orange soda,2L,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Fanta Blackcurrant,Fanta,Soft Drinks,Other flavours,2L,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Fanta Passion,Fanta,Soft Drinks,Other flavours,500ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Fanta Passion,Fanta,Soft Drinks,Other flavours,2L,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Sprite,Sprite,Soft Drinks,Lemon-lime,350ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Sprite,Sprite,Soft Drinks,Lemon-lime,500ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Stoney Tangawizi,Stoney,Soft Drinks,Ginger soda,350ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Pepsi Cola,Pepsi,Soft Drinks,Cola,2L,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Pepsi Max,Pepsi,Soft Drinks,Cola,2L,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Mirinda Lemon,Mirinda,Soft Drinks,Other flavours,2L,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
7UP,7UP,Soft Drinks,Lemon-lime,2L,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Mountain Dew,Mountain Dew,Soft Drinks,Other flavours,2L,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Alvaro Malt Drink,Alvaro,Soft Drinks,Malt drinks,330ml,can,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Savanah Cocopine,Savanah,Soft Drinks,Juice,2L,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Red Bull Energy Drink,Red Bull,Energy Drinks,Energy drinks,250ml,can,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Red Bull Watermelon,Red Bull,Energy Drinks,Energy drinks,250ml,can,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Monster Energy Original,Monster,Energy Drinks,Energy drinks,500ml,can,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Monster Zero Ultra,Monster,Energy Drinks,Energy drinks,500ml,can,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Lucozade Boost,Lucozade,Energy Drinks,Energy drinks,250ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Reload Lemon Isotonic,Reload,Energy Drinks,Sports drinks,500ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Reload Orange Isotonic,Reload,Energy Drinks,Sports drinks,500ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Schweppes Tonic Water,Schweppes,Mixers,Tonic,330ml,can,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Schweppes Tonic Water,Schweppes,Mixers,Tonic,500ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Schweppes Ginger Ale,Schweppes,Mixers,Ginger ale,330ml,can,https://www.carrefour.ke/mafken/en/tonic-soda-water/schweppes-tonic-water-ginger330ml/p/178181,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Dasani Drinking Water,Dasani,Water,Bottled water,500ml,bottle,https://alladin.co.ke/alcoholic-beverages-cigarettes/drinks/water,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Keringet Sparkling Water,Keringet,Water,Sparkling water,500ml,bottle,https://alladin.co.ke/alcoholic-beverages-cigarettes/drinks/water,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Dasani Drinking Water,Dasani,Water,Bottled water,1.5L,bottle,https://www.tawalasupermarket.co.ke/water/154-dasani-mineral-water-15l-1000010000254.html,Unavailable,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Keringet Natural Mineral Water 6-pack,Keringet,Water,Mineral water,6 × 500ml,pack,https://www.tawalasupermarket.co.ke/water/154-dasani-mineral-water-15l-1000010000254.html,Unavailable,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Keringet Sparkling Water,Keringet,Water,Sparkling water,1L,bottle,https://www.tawalasupermarket.co.ke/water/154-dasani-mineral-water-15l-1000010000254.html,Unavailable,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Aquamist Mango Flavoured Water,Aquamist,Water,Bottled water,500ml,bottle,https://www.tawalasupermarket.co.ke/water/154-dasani-mineral-water-15l-1000010000254.html,Unavailable,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Quencher Drinking Water,Quencher,Water,Bottled water,10L,bottle,https://www.tawalasupermarket.co.ke/water/154-dasani-mineral-water-15l-1000010000254.html,Unavailable,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Tropical Heat Salted Potato Crisps,Tropical Heat,Snacks & Accessories,Snacks,50g,bag,https://www.carrefour.ke/mafken/en/chips/trop-heat-crisps-salted-50g/p/32275,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Tropical Heat Chilli Lemon Potato Crisps,Tropical Heat,Snacks & Accessories,Snacks,50g,bag,https://www.carrefour.ke/mafken/en/c/FKEN1730200,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Homezaza Mini Bottle Opener DH1839,Homezaza,Snacks & Accessories,Bottle openers,,unit,https://www.carrefour.ke/mafken/en/c/NFKEN8090909,200,Unverified / missing — checkout blocked,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
